Date,MMM,ABT,ABBV,ABMD,ACN,ATVI,ADBE,AMD,AAP,AES
2002-08-14,41.55304718017578,8.645042419433594,,5.920000076293945,12.531736373901367,3.104128122329712,9.563065528869627,9.050000190734863,15.915770530700685,1.7293344736099243
2002-08-15,41.64172744750977,8.70770263671875,,5.570000171661377,13.194955825805664,3.093898057937622,9.895565032958984,9.100000381469727,16.154033660888672,1.6714143753051758
2002-08-16,41.56947708129883,8.632080078125,,5.9099998474121085,13.811901092529295,3.110948085784912,9.994816780090332,9.93000030517578,16.424053192138672,1.6879632472991943
2002-08-19,42.46273422241211,8.642880439758299,,5.78000020980835,14.428854942321776,3.4201104640960693,10.362054824829102,10.5,17.011762619018555,1.7210606336593628
2002-08-20,42.32809448242188,8.448412895202638,,5.630000114440918,14.421134948730467,3.368962287902832,10.014667510986328,10.1899995803833,16.932344436645508,1.8203520774841309
2002-08-21,42.70609664916992,8.737953186035156,,5.130000114440918,14.421134948730467,3.408744096755981,10.094071388244627,10.699999809265137,17.218254089355472,1.9941133260726929
2002-08-22,42.18882369995117,9.01884937286377,,5.050000190734863,14.26689910888672,3.464438438415528,10.307465553283693,10.40999984741211,17.281793594360348,2.6064140796661377
2002-08-23,41.873802185058594,8.757401466369629,,5.179999828338623,13.804186820983887,3.493990659713745,10.16354751586914,9.670000076293944,17.31038475036621,2.7057056427001958
2002-08-26,42.19545364379883,8.897849082946777,,5.599999904632568,13.495716094970705,3.5496857166290283,10.362054824829102,9.720000267028807,17.164251327514652,2.6146881580352783
2002-08-27,42.07276153564453,8.807096481323242,,5.150000095367432,12.570292472839355,3.2666659355163574,10.337241172790527,9.09000015258789,16.992706298828125,2.598139762878418
2002-08-28,41.44272994995117,8.608312606811522,,5.300000190734863,12.261821746826172,3.030247926712036,9.91541576385498,8.699999809265138,16.614667892456055,2.581590175628662
2002-08-29,41.33330154418945,8.744437217712402,,5.579999923706055,12.570292472839355,3.21551775932312,10.084145545959473,8.760000228881836,16.586078643798828,2.6395108699798584
2002-08-30,41.43276596069336,8.649362564086914,,5.28000020980835,12.685975074768065,3.1677792072296143,9.974967002868652,8.850000381469727,16.598777770996097,2.498847007751465
2002-09-03,39.80133438110352,8.271239280700684,,5.199999809265137,12.146145820617676,3.09048843383789,9.14123821258545,8.260000228881836,15.947522163391113,2.209246158599853
2002-09-04,40.00693893432617,8.383594512939451,,5.289999961853027,12.416060447692873,3.1518664360046387,9.468774795532227,8.449999809265138,15.626681327819824,2.126502990722656
2002-09-05,40.033447265625,8.16751766204834,,5.25,12.16928005218506,2.988192081451416,9.096574783325195,7.989999771118164,15.64573860168457,2.2257943153381348
2002-09-06,40.66348648071289,8.102701187133789,,5.349999904632568,12.338940620422365,3.046160221099853,9.55810260772705,8.039999961853027,15.947522163391113,2.283714771270752
2002-09-09,41.13767623901367,8.195612907409668,,5.170000076293945,12.524026870727539,3.1177675724029537,9.65239429473877,7.96999979019165,16.455827713012695,2.283714771270752
2002-09-10,41.51235961914063,8.243146896362305,,5.25,12.446908950805664,3.300764560699463,9.572991371154783,8.270000457763674,16.932344436645508,2.3333609104156494
2002-09-11,41.08462142944336,8.342540740966799,,5.1599998474121085,12.570292472839355,3.2132444381713867,9.51840114593506,8.239999771118164,17.11341667175293,2.589864492416382
2002-09-12,40.56401443481445,8.258273124694824,,5.110000133514403,12.570292472839355,3.0768492221832275,9.156126022338867,7.639999866485597,16.964109420776367,2.5402190685272217
2002-09-13,39.73503112792969,8.128630638122559,,5.099999904632568,12.146145820617676,3.067755937576294,10.307465553283693,7.210000038146973,16.95140266418457,2.6146881580352783
2002-09-16,39.47967147827149,8.27772045135498,,4.920000076293945,12.454619407653807,3.0313842296600337,10.024593353271484,7.03000020980835,16.980003356933597,2.440927267074585
2002-09-17,38.68717575073242,8.338221549987793,,4.78000020980835,12.446908950805664,3.000694990158081,9.905489921569824,6.829999923706055,17.122955322265625,2.5236706733703613
2002-09-18,39.24425888061523,8.733631134033201,,4.46999979019165,12.254110336303713,3.074575662612915,9.89060115814209,6.78000020980835,16.725852966308597,2.507121562957764
2002-09-19,38.85960006713867,8.664487838745117,,4.25,10.87369441986084,2.933634042739868,9.741720199584961,6.269999980926514,16.408172607421875,2.2754409313201904
2002-09-20,39.6123275756836,9.03181266784668,,4.150000095367432,11.28242015838623,2.871119737625122,9.71449089050293,6.4000000953674325,16.455827713012695,2.4161040782928467
2002-09-23,38.95909118652344,9.01020622253418,,3.9800000190734863,11.382675170898438,2.8120148181915283,9.391502380371094,5.980000019073486,16.039661407470707,2.1016800403594966
2002-09-24,37.51333618164063,9.096634864807127,,3.900000095367432,10.642337799072266,2.899535179138184,9.729398727416992,5.75,15.617149353027346,2.0023870468139653
2002-09-25,37.56969833374024,9.463953018188477,,4.0399999618530265,10.989368438720703,2.955229997634888,9.853623390197754,5.929999828338622,16.821161270141598,2.068582057952881
2002-09-26,38.38209915161133,9.05341625213623,,3.7899999618530273,11.143607139587402,2.951819896697998,9.828778266906738,6.070000171661378,17.38027572631836,2.1678743362426762
2002-09-27,37.32100677490234,8.718506813049316,,3.650000095367432,10.912251472473145,2.8506600856781006,9.808900833129883,5.739999771118164,17.316743850708008,2.035485029220581
2002-09-30,36.46548843383789,8.729310035705566,,3.2999999523162837,11.012507438659668,2.7199482917785645,9.49088191986084,5.3400001525878915,16.754444122314453,2.07685661315918
2002-10-01,38.55785751342773,9.07502555847168,,3.5999999046325684,11.490636825561525,2.5119457244873047,9.649895668029783,5.269999980926514,16.995878219604492,2.126502990722656
2002-10-02,37.95765686035156,8.999402046203613,,3.2999999523162837,10.819708824157717,2.5596840381622314,9.938097953796387,5.369999885559082,17.46604347229004,2.126502990722656
2002-10-03,38.14004898071289,9.159294128417967,,3.3399999141693115,9.986830711364746,2.3153088092803955,10.415127754211426,3.630000114440918,17.15472412109375,1.7293344736099243
2002-10-04,37.96761703491211,8.835186004638672,,3.359999895095825,9.408443450927734,2.251657485961914,10.097107887268066,3.509999990463257,16.92281150817871,1.6383172273635864
2002-10-07,36.76724243164063,8.545654296875,,2.890000104904175,9.531832695007324,2.3130359649658203,9.943068504333496,3.2000000476837163,16.995878219604492,1.4314590692520142
2002-10-08,37.72554397583008,8.528366088867188,,2.9100000858306885,9.986830711364746,2.2834835052490234,9.92319107055664,3.5499999523162837,16.980003356933597,1.0591142177581787
2002-10-09,37.46359634399414,8.70770263671875,,2.3499999046325684,9.608948707580566,2.080027341842652,9.028763771057127,3.559999942779541,16.773502349853516,0.9101760387420654
2002-10-10,38.64738845825195,8.824493408203125,,2.5299999713897705,10.29530429840088,2.3130359649658203,10.156737327575684,3.630000114440918,16.783039093017578,0.9598219990730286
2002-10-11,39.99035263061523,9.082818031311037,,2.8299999237060547,11.051066398620604,2.4744367599487305,10.921968460083008,3.759999990463257,17.31355857849121,1.1915035247802734
